1 length=	195471971	Aligned= 6253122	Unaligned= 6680
10 length=	130694993	Aligned= 4402229	Unaligned= 5566
11 length=	122082543	Aligned= 4315554	Unaligned= 4310
12 length=	120129022	Aligned= 4092936	Unaligned= 4122
13 length=	120421639	Aligned= 3952202	Unaligned= 3911
14 length=	124902244	Aligned= 4108970	Unaligned= 4708
15 length=	104043685	Aligned= 3342913	Unaligned= 2954
16 length=	98207768	Aligned= 3047918	Unaligned= 4299
17 length=	94987271	Aligned= 3239747	Unaligned= 5517
18 length=	90702639	Aligned= 2864065	Unaligned= 3198
19 length=	61431566	Aligned= 1992508	Unaligned= 2018
2 length=	182113224	Aligned= 9362752	Unaligned= 7561
3 length=	160039680	Aligned= 4864560	Unaligned= 4903
4 length=	156508116	Aligned= 5119611	Unaligned= 5154
5 length=	151834684	Aligned= 5064001	Unaligned= 5400
6 length=	149736546	Aligned= 4862593	Unaligned= 5001
7 length=	145441459	Aligned= 5048093	Unaligned= 5103
8 length=	129401213	Aligned= 4343557	Unaligned= 4018
9 length=	124595110	Aligned= 6682499	Unaligned= 4982
MT length=	16299	Aligned= 13172	Unaligned= 11
X length=	171031299	Aligned= 4843142	Unaligned= 4145
Y length=	91744698	Aligned= 81096	Unaligned= 298
JH584299.1 length=	953012	Aligned= 11764	Unaligned= 8
GL456233.1 length=	336933	Aligned= 8750	Unaligned= 17
JH584301.1 length=	259875	Aligned= 99	Unaligned= 1
GL456211.1 length=	241735	Aligned= 19580	Unaligned= 14
GL456350.1 length=	227966	Aligned= 2703	Unaligned= 4
JH584293.1 length=	207968	Aligned= 2451	Unaligned= 2
GL456221.1 length=	206961	Aligned= 17357	Unaligned= 4
JH584297.1 length=	205776	Aligned= 2384	Unaligned= 1
JH584296.1 length=	199368	Aligned= 1512	Unaligned= 0
GL456354.1 length=	195993	Aligned= 2132	Unaligned= 0
JH584294.1 length=	191905	Aligned= 3472	Unaligned= 5
JH584298.1 length=	184189	Aligned= 2538	Unaligned= 1
JH584300.1 length=	182347	Aligned= 196	Unaligned= 1
GL456219.1 length=	175968	Aligned= 2738	Unaligned= 0
GL456210.1 length=	169725	Aligned= 11223	Unaligned= 8
JH584303.1 length=	158099	Aligned= 95	Unaligned= 0
JH584302.1 length=	155838	Aligned= 19	Unaligned= 1
GL456212.1 length=	153618	Aligned= 17530	Unaligned= 9
JH584304.1 length=	114452	Aligned= 613569	Unaligned= 502
GL456379.1 length=	72385	Aligned= 1932	Unaligned= 2
GL456216.1 length=	66673	Aligned= 4376	Unaligned= 54
GL456393.1 length=	55711	Aligned= 18358	Unaligned= 431
GL456366.1 length=	47073	Aligned= 1316	Unaligned= 0
GL456367.1 length=	42057	Aligned= 4341	Unaligned= 19
GL456239.1 length=	40056	Aligned= 8674	Unaligned= 97
GL456213.1 length=	39340	Aligned= 734	Unaligned= 0
GL456383.1 length=	38659	Aligned= 9803	Unaligned= 72
GL456385.1 length=	35240	Aligned= 962	Unaligned= 1
GL456360.1 length=	31704	Aligned= 873	Unaligned= 0
GL456378.1 length=	31602	Aligned= 2556	Unaligned= 3
GL456389.1 length=	28772	Aligned= 6007	Unaligned= 33
GL456372.1 length=	28664	Aligned= 1029	Unaligned= 0
GL456370.1 length=	26764	Aligned= 5911	Unaligned= 54
GL456381.1 length=	25871	Aligned= 4805	Unaligned= 85
GL456387.1 length=	24685	Aligned= 5722	Unaligned= 63
GL456390.1 length=	24668	Aligned= 11695	Unaligned= 91
GL456394.1 length=	24323	Aligned= 2944	Unaligned= 37
GL456392.1 length=	23629	Aligned= 11466	Unaligned= 54
GL456382.1 length=	23158	Aligned= 512	Unaligned= 0
GL456359.1 length=	22974	Aligned= 921	Unaligned= 3
GL456396.1 length=	21240	Aligned= 9668	Unaligned= 32
GL456368.1 length=	20208	Aligned= 1790	Unaligned= 1
JH584292.1 length=	14945	Aligned= 481	Unaligned= 1
JH584295.1 length=	1976	Aligned= 128	Unaligned= 17
NoCoordinateCount= 78152
