1 length=	195471971	Aligned= 11613910	Unaligned= 10505
10 length=	130694993	Aligned= 7857476	Unaligned= 6084
11 length=	122082543	Aligned= 8239482	Unaligned= 7661
12 length=	120129022	Aligned= 7582885	Unaligned= 5892
13 length=	120421639	Aligned= 7362366	Unaligned= 6411
14 length=	124902244	Aligned= 7277091	Unaligned= 5776
15 length=	104043685	Aligned= 6285201	Unaligned= 4346
16 length=	98207768	Aligned= 5648776	Unaligned= 7377
17 length=	94987271	Aligned= 6143792	Unaligned= 9160
18 length=	90702639	Aligned= 5351363	Unaligned= 5579
19 length=	61431566	Aligned= 3800346	Unaligned= 3354
2 length=	182113224	Aligned= 16697216	Unaligned= 11380
3 length=	160039680	Aligned= 9006116	Unaligned= 7539
4 length=	156508116	Aligned= 9586746	Unaligned= 8261
5 length=	151834684	Aligned= 9660076	Unaligned= 7959
6 length=	149736546	Aligned= 9084702	Unaligned= 7098
7 length=	145441459	Aligned= 9103292	Unaligned= 7071
8 length=	129401213	Aligned= 8047295	Unaligned= 6515
9 length=	124595110	Aligned= 11940720	Unaligned= 7833
MT length=	16299	Aligned= 13490	Unaligned= 16
X length=	171031299	Aligned= 8655762	Unaligned= 5976
Y length=	91744698	Aligned= 123356	Unaligned= 499
JH584299.1 length=	953012	Aligned= 25334	Unaligned= 16
GL456233.1 length=	336933	Aligned= 15207	Unaligned= 25
JH584301.1 length=	259875	Aligned= 102	Unaligned= 0
GL456211.1 length=	241735	Aligned= 37645	Unaligned= 16
GL456350.1 length=	227966	Aligned= 15918	Unaligned= 14
JH584293.1 length=	207968	Aligned= 14307	Unaligned= 11
GL456221.1 length=	206961	Aligned= 34015	Unaligned= 14
JH584297.1 length=	205776	Aligned= 5601	Unaligned= 1
JH584296.1 length=	199368	Aligned= 4172	Unaligned= 2
GL456354.1 length=	195993	Aligned= 4692	Unaligned= 0
JH584294.1 length=	191905	Aligned= 11576	Unaligned= 3
JH584298.1 length=	184189	Aligned= 4908	Unaligned= 2
JH584300.1 length=	182347	Aligned= 59	Unaligned= 1
GL456219.1 length=	175968	Aligned= 5061	Unaligned= 8
GL456210.1 length=	169725	Aligned= 21994	Unaligned= 13
JH584303.1 length=	158099	Aligned= 154	Unaligned= 0
JH584302.1 length=	155838	Aligned= 31	Unaligned= 1
GL456212.1 length=	153618	Aligned= 33320	Unaligned= 10
JH584304.1 length=	114452	Aligned= 959603	Unaligned= 751
GL456379.1 length=	72385	Aligned= 3518	Unaligned= 6
GL456216.1 length=	66673	Aligned= 12430	Unaligned= 230
GL456393.1 length=	55711	Aligned= 25264	Unaligned= 549
GL456366.1 length=	47073	Aligned= 2467	Unaligned= 2
GL456367.1 length=	42057	Aligned= 5328	Unaligned= 10
GL456239.1 length=	40056	Aligned= 14146	Unaligned= 132
GL456213.1 length=	39340	Aligned= 1513	Unaligned= 2
GL456383.1 length=	38659	Aligned= 10917	Unaligned= 38
GL456385.1 length=	35240	Aligned= 1744	Unaligned= 3
GL456360.1 length=	31704	Aligned= 1690	Unaligned= 2
GL456378.1 length=	31602	Aligned= 2991	Unaligned= 0
GL456389.1 length=	28772	Aligned= 7128	Unaligned= 60
GL456372.1 length=	28664	Aligned= 2160	Unaligned= 0
GL456370.1 length=	26764	Aligned= 14427	Unaligned= 129
GL456381.1 length=	25871	Aligned= 8656	Unaligned= 145
GL456387.1 length=	24685	Aligned= 11005	Unaligned= 120
GL456390.1 length=	24668	Aligned= 12728	Unaligned= 72
GL456394.1 length=	24323	Aligned= 5012	Unaligned= 77
GL456392.1 length=	23629	Aligned= 14281	Unaligned= 65
GL456382.1 length=	23158	Aligned= 1034	Unaligned= 0
GL456359.1 length=	22974	Aligned= 2750	Unaligned= 0
GL456396.1 length=	21240	Aligned= 10672	Unaligned= 46
GL456368.1 length=	20208	Aligned= 1698	Unaligned= 0
JH584292.1 length=	14945	Aligned= 973	Unaligned= 1
JH584295.1 length=	1976	Aligned= 194	Unaligned= 21
NoCoordinateCount= 156792
