1 length=	195471971	Aligned= 8834528	Unaligned= 8316
10 length=	130694993	Aligned= 6046333	Unaligned= 4512
11 length=	122082543	Aligned= 6711792	Unaligned= 6270
12 length=	120129022	Aligned= 5967560	Unaligned= 4406
13 length=	120421639	Aligned= 5626882	Unaligned= 5700
14 length=	124902244	Aligned= 5570252	Unaligned= 4017
15 length=	104043685	Aligned= 4937463	Unaligned= 3333
16 length=	98207768	Aligned= 4302686	Unaligned= 7090
17 length=	94987271	Aligned= 5029291	Unaligned= 8976
18 length=	90702639	Aligned= 4107556	Unaligned= 4873
19 length=	61431566	Aligned= 2998332	Unaligned= 2654
2 length=	182113224	Aligned= 14380481	Unaligned= 8859
3 length=	160039680	Aligned= 6753301	Unaligned= 5811
4 length=	156508116	Aligned= 7621772	Unaligned= 6496
5 length=	151834684	Aligned= 7687013	Unaligned= 6426
6 length=	149736546	Aligned= 6992653	Unaligned= 5229
7 length=	145441459	Aligned= 7252431	Unaligned= 5413
8 length=	129401213	Aligned= 6306193	Unaligned= 4782
9 length=	124595110	Aligned= 10466456	Unaligned= 6302
MT length=	16299	Aligned= 8668	Unaligned= 2
X length=	171031299	Aligned= 6341075	Unaligned= 4598
Y length=	91744698	Aligned= 154965	Unaligned= 462
JH584299.1 length=	953012	Aligned= 18548	Unaligned= 9
GL456233.1 length=	336933	Aligned= 10974	Unaligned= 20
JH584301.1 length=	259875	Aligned= 66	Unaligned= 1
GL456211.1 length=	241735	Aligned= 29117	Unaligned= 12
GL456350.1 length=	227966	Aligned= 15988	Unaligned= 6
JH584293.1 length=	207968	Aligned= 15019	Unaligned= 8
GL456221.1 length=	206961	Aligned= 25528	Unaligned= 6
JH584297.1 length=	205776	Aligned= 4109	Unaligned= 0
JH584296.1 length=	199368	Aligned= 3181	Unaligned= 5
GL456354.1 length=	195993	Aligned= 3417	Unaligned= 0
JH584294.1 length=	191905	Aligned= 11164	Unaligned= 4
JH584298.1 length=	184189	Aligned= 3716	Unaligned= 0
JH584300.1 length=	182347	Aligned= 48	Unaligned= 1
GL456219.1 length=	175968	Aligned= 3702	Unaligned= 3
GL456210.1 length=	169725	Aligned= 16683	Unaligned= 8
JH584303.1 length=	158099	Aligned= 155	Unaligned= 1
JH584302.1 length=	155838	Aligned= 29	Unaligned= 0
GL456212.1 length=	153618	Aligned= 24962	Unaligned= 18
JH584304.1 length=	114452	Aligned= 977424	Unaligned= 614
GL456379.1 length=	72385	Aligned= 2426	Unaligned= 7
GL456216.1 length=	66673	Aligned= 9942	Unaligned= 208
GL456393.1 length=	55711	Aligned= 20914	Unaligned= 433
GL456366.1 length=	47073	Aligned= 2000	Unaligned= 0
GL456367.1 length=	42057	Aligned= 3969	Unaligned= 12
GL456239.1 length=	40056	Aligned= 8962	Unaligned= 105
GL456213.1 length=	39340	Aligned= 1249	Unaligned= 1
GL456383.1 length=	38659	Aligned= 9406	Unaligned= 46
GL456385.1 length=	35240	Aligned= 1269	Unaligned= 2
GL456360.1 length=	31704	Aligned= 1246	Unaligned= 3
GL456378.1 length=	31602	Aligned= 2580	Unaligned= 0
GL456389.1 length=	28772	Aligned= 6844	Unaligned= 39
GL456372.1 length=	28664	Aligned= 1665	Unaligned= 0
GL456370.1 length=	26764	Aligned= 11246	Unaligned= 137
GL456381.1 length=	25871	Aligned= 6855	Unaligned= 111
GL456387.1 length=	24685	Aligned= 8872	Unaligned= 84
GL456390.1 length=	24668	Aligned= 11180	Unaligned= 55
GL456394.1 length=	24323	Aligned= 3936	Unaligned= 59
GL456392.1 length=	23629	Aligned= 13225	Unaligned= 45
GL456382.1 length=	23158	Aligned= 733	Unaligned= 0
GL456359.1 length=	22974	Aligned= 2519	Unaligned= 1
GL456396.1 length=	21240	Aligned= 9382	Unaligned= 44
GL456368.1 length=	20208	Aligned= 1031	Unaligned= 2
JH584292.1 length=	14945	Aligned= 899	Unaligned= 1
JH584295.1 length=	1976	Aligned= 205	Unaligned= 22
NoCoordinateCount= 116420
