1 length=	195471971	Aligned= 13340990	Unaligned= 10983
10 length=	130694993	Aligned= 8915915	Unaligned= 6596
11 length=	122082543	Aligned= 9020769	Unaligned= 8028
12 length=	120129022	Aligned= 8555525	Unaligned= 6182
13 length=	120421639	Aligned= 8377624	Unaligned= 7125
14 length=	124902244	Aligned= 8299798	Unaligned= 6162
15 length=	104043685	Aligned= 7087197	Unaligned= 4646
16 length=	98207768	Aligned= 6483607	Unaligned= 7742
17 length=	94987271	Aligned= 6822582	Unaligned= 9364
18 length=	90702639	Aligned= 6096780	Unaligned= 5811
19 length=	61431566	Aligned= 4234914	Unaligned= 3392
2 length=	182113224	Aligned= 18132626	Unaligned= 11676
3 length=	160039680	Aligned= 10442066	Unaligned= 8177
4 length=	156508116	Aligned= 10847023	Unaligned= 9361
5 length=	151834684	Aligned= 10718891	Unaligned= 8266
6 length=	149736546	Aligned= 10322141	Unaligned= 7547
7 length=	145441459	Aligned= 10192498	Unaligned= 7563
8 length=	129401213	Aligned= 9027183	Unaligned= 6995
9 length=	124595110	Aligned= 12806519	Unaligned= 7798
MT length=	16299	Aligned= 40373	Unaligned= 19
X length=	171031299	Aligned= 10167304	Unaligned= 6268
Y length=	91744698	Aligned= 170670	Unaligned= 529
JH584299.1 length=	953012	Aligned= 30162	Unaligned= 20
GL456233.1 length=	336933	Aligned= 17510	Unaligned= 22
JH584301.1 length=	259875	Aligned= 114	Unaligned= 2
GL456211.1 length=	241735	Aligned= 45900	Unaligned= 20
GL456350.1 length=	227966	Aligned= 17399	Unaligned= 4
JH584293.1 length=	207968	Aligned= 15380	Unaligned= 14
GL456221.1 length=	206961	Aligned= 42554	Unaligned= 17
JH584297.1 length=	205776	Aligned= 6541	Unaligned= 1
JH584296.1 length=	199368	Aligned= 4798	Unaligned= 1
GL456354.1 length=	195993	Aligned= 5598	Unaligned= 4
JH584294.1 length=	191905	Aligned= 11756	Unaligned= 4
JH584298.1 length=	184189	Aligned= 5887	Unaligned= 1
JH584300.1 length=	182347	Aligned= 80	Unaligned= 0
GL456219.1 length=	175968	Aligned= 5769	Unaligned= 5
GL456210.1 length=	169725	Aligned= 27818	Unaligned= 9
JH584303.1 length=	158099	Aligned= 157	Unaligned= 1
JH584302.1 length=	155838	Aligned= 28	Unaligned= 0
GL456212.1 length=	153618	Aligned= 42339	Unaligned= 18
JH584304.1 length=	114452	Aligned= 963960	Unaligned= 624
GL456379.1 length=	72385	Aligned= 4028	Unaligned= 3
GL456216.1 length=	66673	Aligned= 11976	Unaligned= 201
GL456393.1 length=	55711	Aligned= 33212	Unaligned= 841
GL456366.1 length=	47073	Aligned= 2902	Unaligned= 0
GL456367.1 length=	42057	Aligned= 6631	Unaligned= 17
GL456239.1 length=	40056	Aligned= 16769	Unaligned= 186
GL456213.1 length=	39340	Aligned= 1617	Unaligned= 2
GL456383.1 length=	38659	Aligned= 13499	Unaligned= 121
GL456385.1 length=	35240	Aligned= 2064	Unaligned= 1
GL456360.1 length=	31704	Aligned= 1950	Unaligned= 1
GL456378.1 length=	31602	Aligned= 5438	Unaligned= 2
GL456389.1 length=	28772	Aligned= 8086	Unaligned= 65
GL456372.1 length=	28664	Aligned= 3426	Unaligned= 1
GL456370.1 length=	26764	Aligned= 14014	Unaligned= 131
GL456381.1 length=	25871	Aligned= 9960	Unaligned= 181
GL456387.1 length=	24685	Aligned= 12469	Unaligned= 114
GL456390.1 length=	24668	Aligned= 17204	Unaligned= 176
GL456394.1 length=	24323	Aligned= 6252	Unaligned= 122
GL456392.1 length=	23629	Aligned= 16174	Unaligned= 102
GL456382.1 length=	23158	Aligned= 1263	Unaligned= 0
GL456359.1 length=	22974	Aligned= 3392	Unaligned= 3
GL456396.1 length=	21240	Aligned= 13445	Unaligned= 85
GL456368.1 length=	20208	Aligned= 3659	Unaligned= 1
JH584292.1 length=	14945	Aligned= 1902	Unaligned= 2
JH584295.1 length=	1976	Aligned= 168	Unaligned= 20
NoCoordinateCount= 164172
