1 length=	195471971	Aligned= 15573678	Unaligned= 13054
10 length=	130694993	Aligned= 10580113	Unaligned= 7281
11 length=	122082543	Aligned= 11014167	Unaligned= 9154
12 length=	120129022	Aligned= 10391657	Unaligned= 7554
13 length=	120421639	Aligned= 9824098	Unaligned= 8268
14 length=	124902244	Aligned= 10025464	Unaligned= 7438
15 length=	104043685	Aligned= 8340565	Unaligned= 5479
16 length=	98207768	Aligned= 7503603	Unaligned= 8705
17 length=	94987271	Aligned= 8304380	Unaligned= 11730
18 length=	90702639	Aligned= 7147507	Unaligned= 6684
19 length=	61431566	Aligned= 5054875	Unaligned= 4013
2 length=	182113224	Aligned= 25620592	Unaligned= 14581
3 length=	160039680	Aligned= 12087636	Unaligned= 9051
4 length=	156508116	Aligned= 13006836	Unaligned= 9857
5 length=	151834684	Aligned= 12805591	Unaligned= 10064
6 length=	149736546	Aligned= 12000880	Unaligned= 9138
7 length=	145441459	Aligned= 12139319	Unaligned= 8472
8 length=	129401213	Aligned= 10819850	Unaligned= 8086
9 length=	124595110	Aligned= 18659130	Unaligned= 10436
MT length=	16299	Aligned= 5015	Unaligned= 4
X length=	171031299	Aligned= 11852603	Unaligned= 7076
Y length=	91744698	Aligned= 183894	Unaligned= 580
JH584299.1 length=	953012	Aligned= 22507	Unaligned= 18
GL456233.1 length=	336933	Aligned= 21358	Unaligned= 28
JH584301.1 length=	259875	Aligned= 122	Unaligned= 0
GL456211.1 length=	241735	Aligned= 50922	Unaligned= 23
GL456350.1 length=	227966	Aligned= 19748	Unaligned= 4
JH584293.1 length=	207968	Aligned= 18310	Unaligned= 10
GL456221.1 length=	206961	Aligned= 46325	Unaligned= 15
JH584297.1 length=	205776	Aligned= 4555	Unaligned= 1
JH584296.1 length=	199368	Aligned= 2172	Unaligned= 2
GL456354.1 length=	195993	Aligned= 4095	Unaligned= 4
JH584294.1 length=	191905	Aligned= 14581	Unaligned= 7
JH584298.1 length=	184189	Aligned= 5873	Unaligned= 3
JH584300.1 length=	182347	Aligned= 96	Unaligned= 3
GL456219.1 length=	175968	Aligned= 6675	Unaligned= 3
GL456210.1 length=	169725	Aligned= 32109	Unaligned= 20
JH584303.1 length=	158099	Aligned= 229	Unaligned= 0
JH584302.1 length=	155838	Aligned= 24	Unaligned= 0
GL456212.1 length=	153618	Aligned= 44707	Unaligned= 22
JH584304.1 length=	114452	Aligned= 1798874	Unaligned= 1106
GL456379.1 length=	72385	Aligned= 5202	Unaligned= 5
GL456216.1 length=	66673	Aligned= 8110	Unaligned= 86
GL456393.1 length=	55711	Aligned= 31799	Unaligned= 673
GL456366.1 length=	47073	Aligned= 3783	Unaligned= 7
GL456367.1 length=	42057	Aligned= 6836	Unaligned= 7
GL456239.1 length=	40056	Aligned= 15527	Unaligned= 122
GL456213.1 length=	39340	Aligned= 2132	Unaligned= 0
GL456383.1 length=	38659	Aligned= 20012	Unaligned= 115
GL456385.1 length=	35240	Aligned= 2836	Unaligned= 2
GL456360.1 length=	31704	Aligned= 2442	Unaligned= 1
GL456378.1 length=	31602	Aligned= 7030	Unaligned= 0
GL456389.1 length=	28772	Aligned= 12921	Unaligned= 91
GL456372.1 length=	28664	Aligned= 2784	Unaligned= 0
GL456370.1 length=	26764	Aligned= 6823	Unaligned= 57
GL456381.1 length=	25871	Aligned= 8989	Unaligned= 121
GL456387.1 length=	24685	Aligned= 11788	Unaligned= 114
GL456390.1 length=	24668	Aligned= 23152	Unaligned= 152
GL456394.1 length=	24323	Aligned= 5983	Unaligned= 90
GL456392.1 length=	23629	Aligned= 24748	Unaligned= 101
GL456382.1 length=	23158	Aligned= 1660	Unaligned= 1
GL456359.1 length=	22974	Aligned= 1358	Unaligned= 0
GL456396.1 length=	21240	Aligned= 18758	Unaligned= 90
GL456368.1 length=	20208	Aligned= 3119	Unaligned= 3
JH584292.1 length=	14945	Aligned= 1309	Unaligned= 0
JH584295.1 length=	1976	Aligned= 76	Unaligned= 9
NoCoordinateCount= 198910
