1 length=	195471971	Aligned= 15237217	Unaligned= 12483
10 length=	130694993	Aligned= 10173702	Unaligned= 7115
11 length=	122082543	Aligned= 10174837	Unaligned= 8103
12 length=	120129022	Aligned= 9840852	Unaligned= 7205
13 length=	120421639	Aligned= 9484696	Unaligned= 7638
14 length=	124902244	Aligned= 9615259	Unaligned= 7296
15 length=	104043685	Aligned= 8007261	Unaligned= 5358
16 length=	98207768	Aligned= 7379238	Unaligned= 7370
17 length=	94987271	Aligned= 7766190	Unaligned= 9767
18 length=	90702639	Aligned= 6910081	Unaligned= 6085
19 length=	61431566	Aligned= 4768212	Unaligned= 3840
2 length=	182113224	Aligned= 21179341	Unaligned= 13170
3 length=	160039680	Aligned= 11919861	Unaligned= 9309
4 length=	156508116	Aligned= 12185875	Unaligned= 10121
5 length=	151834684	Aligned= 12136945	Unaligned= 9382
6 length=	149736546	Aligned= 11762983	Unaligned= 8822
7 length=	145441459	Aligned= 11532204	Unaligned= 8196
8 length=	129401213	Aligned= 10333478	Unaligned= 8039
9 length=	124595110	Aligned= 15060266	Unaligned= 9076
MT length=	16299	Aligned= 22191	Unaligned= 16
X length=	171031299	Aligned= 11953152	Unaligned= 7542
Y length=	91744698	Aligned= 127085	Unaligned= 500
JH584299.1 length=	953012	Aligned= 33468	Unaligned= 20
GL456233.1 length=	336933	Aligned= 22108	Unaligned= 42
JH584301.1 length=	259875	Aligned= 82	Unaligned= 2
GL456211.1 length=	241735	Aligned= 46866	Unaligned= 18
GL456350.1 length=	227966	Aligned= 18987	Unaligned= 4
JH584293.1 length=	207968	Aligned= 16901	Unaligned= 9
GL456221.1 length=	206961	Aligned= 30327	Unaligned= 14
JH584297.1 length=	205776	Aligned= 7478	Unaligned= 0
JH584296.1 length=	199368	Aligned= 5477	Unaligned= 2
GL456354.1 length=	195993	Aligned= 6239	Unaligned= 3
JH584294.1 length=	191905	Aligned= 14315	Unaligned= 6
JH584298.1 length=	184189	Aligned= 6617	Unaligned= 5
JH584300.1 length=	182347	Aligned= 76	Unaligned= 1
GL456219.1 length=	175968	Aligned= 6612	Unaligned= 5
GL456210.1 length=	169725	Aligned= 31787	Unaligned= 7
JH584303.1 length=	158099	Aligned= 240	Unaligned= 0
JH584302.1 length=	155838	Aligned= 32	Unaligned= 0
GL456212.1 length=	153618	Aligned= 40377	Unaligned= 21
JH584304.1 length=	114452	Aligned= 1226615	Unaligned= 845
GL456379.1 length=	72385	Aligned= 5009	Unaligned= 2
GL456216.1 length=	66673	Aligned= 10875	Unaligned= 166
GL456393.1 length=	55711	Aligned= 40473	Unaligned= 961
GL456366.1 length=	47073	Aligned= 3464	Unaligned= 5
GL456367.1 length=	42057	Aligned= 7092	Unaligned= 12
GL456239.1 length=	40056	Aligned= 20947	Unaligned= 240
GL456213.1 length=	39340	Aligned= 1842	Unaligned= 5
GL456383.1 length=	38659	Aligned= 15353	Unaligned= 104
GL456385.1 length=	35240	Aligned= 2238	Unaligned= 1
GL456360.1 length=	31704	Aligned= 2106	Unaligned= 3
GL456378.1 length=	31602	Aligned= 5382	Unaligned= 4
GL456389.1 length=	28772	Aligned= 9427	Unaligned= 75
GL456372.1 length=	28664	Aligned= 6121	Unaligned= 3
GL456370.1 length=	26764	Aligned= 11370	Unaligned= 91
GL456381.1 length=	25871	Aligned= 11607	Unaligned= 244
GL456387.1 length=	24685	Aligned= 15257	Unaligned= 163
GL456390.1 length=	24668	Aligned= 17821	Unaligned= 155
GL456394.1 length=	24323	Aligned= 7860	Unaligned= 124
GL456392.1 length=	23629	Aligned= 19233	Unaligned= 95
GL456382.1 length=	23158	Aligned= 1490	Unaligned= 0
GL456359.1 length=	22974	Aligned= 2914	Unaligned= 4
GL456396.1 length=	21240	Aligned= 15283	Unaligned= 111
GL456368.1 length=	20208	Aligned= 3691	Unaligned= 3
JH584292.1 length=	14945	Aligned= 1149	Unaligned= 3
JH584295.1 length=	1976	Aligned= 226	Unaligned= 28
NoCoordinateCount= 198814
