1 length=	195471971	Aligned= 4780676	Unaligned= 3447
10 length=	130694993	Aligned= 3284417	Unaligned= 2053
11 length=	122082543	Aligned= 3623182	Unaligned= 2704
12 length=	120129022	Aligned= 3318590	Unaligned= 1941
13 length=	120421639	Aligned= 2986499	Unaligned= 2570
14 length=	124902244	Aligned= 3040511	Unaligned= 1927
15 length=	104043685	Aligned= 2643833	Unaligned= 1535
16 length=	98207768	Aligned= 2296157	Unaligned= 3076
17 length=	94987271	Aligned= 2720915	Unaligned= 3910
18 length=	90702639	Aligned= 2186708	Unaligned= 2023
19 length=	61431566	Aligned= 1599178	Unaligned= 1270
2 length=	182113224	Aligned= 8549841	Unaligned= 4315
3 length=	160039680	Aligned= 3635942	Unaligned= 2548
4 length=	156508116	Aligned= 4180317	Unaligned= 3139
5 length=	151834684	Aligned= 4162545	Unaligned= 2896
6 length=	149736546	Aligned= 3773163	Unaligned= 2752
7 length=	145441459	Aligned= 3908311	Unaligned= 2513
8 length=	129401213	Aligned= 3414728	Unaligned= 2338
9 length=	124595110	Aligned= 6458924	Unaligned= 3261
MT length=	16299	Aligned= 6661	Unaligned= 6
X length=	171031299	Aligned= 3554237	Unaligned= 2126
Y length=	91744698	Aligned= 61024	Unaligned= 179
JH584299.1 length=	953012	Aligned= 9716	Unaligned= 7
GL456233.1 length=	336933	Aligned= 6719	Unaligned= 7
JH584301.1 length=	259875	Aligned= 48	Unaligned= 0
GL456211.1 length=	241735	Aligned= 16811	Unaligned= 7
GL456350.1 length=	227966	Aligned= 5883	Unaligned= 4
JH584293.1 length=	207968	Aligned= 5586	Unaligned= 1
GL456221.1 length=	206961	Aligned= 15360	Unaligned= 4
JH584297.1 length=	205776	Aligned= 2138	Unaligned= 0
JH584296.1 length=	199368	Aligned= 1732	Unaligned= 1
GL456354.1 length=	195993	Aligned= 2046	Unaligned= 1
JH584294.1 length=	191905	Aligned= 4615	Unaligned= 2
JH584298.1 length=	184189	Aligned= 1999	Unaligned= 1
JH584300.1 length=	182347	Aligned= 44	Unaligned= 0
GL456219.1 length=	175968	Aligned= 2158	Unaligned= 2
GL456210.1 length=	169725	Aligned= 11287	Unaligned= 3
JH584303.1 length=	158099	Aligned= 114	Unaligned= 0
JH584302.1 length=	155838	Aligned= 13	Unaligned= 0
GL456212.1 length=	153618	Aligned= 15202	Unaligned= 7
JH584304.1 length=	114452	Aligned= 698455	Unaligned= 345
GL456379.1 length=	72385	Aligned= 1559	Unaligned= 0
GL456216.1 length=	66673	Aligned= 3542	Unaligned= 38
GL456393.1 length=	55711	Aligned= 10424	Unaligned= 200
GL456366.1 length=	47073	Aligned= 1195	Unaligned= 1
GL456367.1 length=	42057	Aligned= 2486	Unaligned= 2
GL456239.1 length=	40056	Aligned= 3591	Unaligned= 38
GL456213.1 length=	39340	Aligned= 672	Unaligned= 1
GL456383.1 length=	38659	Aligned= 6363	Unaligned= 35
GL456385.1 length=	35240	Aligned= 803	Unaligned= 1
GL456360.1 length=	31704	Aligned= 651	Unaligned= 0
GL456378.1 length=	31602	Aligned= 2978	Unaligned= 1
GL456389.1 length=	28772	Aligned= 4362	Unaligned= 26
GL456372.1 length=	28664	Aligned= 1165	Unaligned= 0
GL456370.1 length=	26764	Aligned= 3640	Unaligned= 62
GL456381.1 length=	25871	Aligned= 2930	Unaligned= 45
GL456387.1 length=	24685	Aligned= 3954	Unaligned= 29
GL456390.1 length=	24668	Aligned= 7311	Unaligned= 45
GL456394.1 length=	24323	Aligned= 1819	Unaligned= 22
GL456392.1 length=	23629	Aligned= 8551	Unaligned= 25
GL456382.1 length=	23158	Aligned= 520	Unaligned= 0
GL456359.1 length=	22974	Aligned= 105	Unaligned= 0
GL456396.1 length=	21240	Aligned= 5981	Unaligned= 26
GL456368.1 length=	20208	Aligned= 975	Unaligned= 0
JH584292.1 length=	14945	Aligned= 265	Unaligned= 1
JH584295.1 length=	1976	Aligned= 109	Unaligned= 11
NoCoordinateCount= 54894
