1 length=	195471971	Aligned= 5811974	Unaligned= 6852
10 length=	130694993	Aligned= 4071865	Unaligned= 7695
11 length=	122082543	Aligned= 4261731	Unaligned= 4534
12 length=	120129022	Aligned= 3869674	Unaligned= 3518
13 length=	120421639	Aligned= 3653452	Unaligned= 3785
14 length=	124902244	Aligned= 3751399	Unaligned= 6730
15 length=	104043685	Aligned= 3190397	Unaligned= 2810
16 length=	98207768	Aligned= 2824168	Unaligned= 5847
17 length=	94987271	Aligned= 3247164	Unaligned= 6649
18 length=	90702639	Aligned= 2681063	Unaligned= 3442
19 length=	61431566	Aligned= 1924841	Unaligned= 1895
2 length=	182113224	Aligned= 9588419	Unaligned= 7661
3 length=	160039680	Aligned= 4476617	Unaligned= 4829
4 length=	156508116	Aligned= 4973211	Unaligned= 5205
5 length=	151834684	Aligned= 4907953	Unaligned= 7453
6 length=	149736546	Aligned= 4543660	Unaligned= 5899
7 length=	145441459	Aligned= 4773562	Unaligned= 6678
8 length=	129401213	Aligned= 4137494	Unaligned= 3715
9 length=	124595110	Aligned= 6847381	Unaligned= 5181
MT length=	16299	Aligned= 10542	Unaligned= 12
X length=	171031299	Aligned= 4457355	Unaligned= 3653
Y length=	91744698	Aligned= 78009	Unaligned= 616
JH584299.1 length=	953012	Aligned= 12226	Unaligned= 10
GL456233.1 length=	336933	Aligned= 8714	Unaligned= 16
JH584301.1 length=	259875	Aligned= 67	Unaligned= 0
GL456211.1 length=	241735	Aligned= 18695	Unaligned= 10
GL456350.1 length=	227966	Aligned= 2639	Unaligned= 5
JH584293.1 length=	207968	Aligned= 2716	Unaligned= 4
GL456221.1 length=	206961	Aligned= 16417	Unaligned= 5
JH584297.1 length=	205776	Aligned= 2683	Unaligned= 3
JH584296.1 length=	199368	Aligned= 1900	Unaligned= 1
GL456354.1 length=	195993	Aligned= 2344	Unaligned= 0
JH584294.1 length=	191905	Aligned= 3751	Unaligned= 2
JH584298.1 length=	184189	Aligned= 2357	Unaligned= 3
JH584300.1 length=	182347	Aligned= 118	Unaligned= 15
GL456219.1 length=	175968	Aligned= 2522	Unaligned= 3
GL456210.1 length=	169725	Aligned= 10213	Unaligned= 3
JH584303.1 length=	158099	Aligned= 106	Unaligned= 0
JH584302.1 length=	155838	Aligned= 20	Unaligned= 0
GL456212.1 length=	153618	Aligned= 16209	Unaligned= 10
JH584304.1 length=	114452	Aligned= 704427	Unaligned= 517
GL456379.1 length=	72385	Aligned= 1897	Unaligned= 0
GL456216.1 length=	66673	Aligned= 5188	Unaligned= 86
GL456393.1 length=	55711	Aligned= 15498	Unaligned= 327
GL456366.1 length=	47073	Aligned= 1247	Unaligned= 5
GL456367.1 length=	42057	Aligned= 5083	Unaligned= 19
GL456239.1 length=	40056	Aligned= 7204	Unaligned= 61
GL456213.1 length=	39340	Aligned= 815	Unaligned= 0
GL456383.1 length=	38659	Aligned= 10181	Unaligned= 61
GL456385.1 length=	35240	Aligned= 1100	Unaligned= 1
GL456360.1 length=	31704	Aligned= 967	Unaligned= 1
GL456378.1 length=	31602	Aligned= 3163	Unaligned= 1
GL456389.1 length=	28772	Aligned= 6533	Unaligned= 40
GL456372.1 length=	28664	Aligned= 1015	Unaligned= 0
GL456370.1 length=	26764	Aligned= 5786	Unaligned= 82
GL456381.1 length=	25871	Aligned= 3652	Unaligned= 96
GL456387.1 length=	24685	Aligned= 4751	Unaligned= 47
GL456390.1 length=	24668	Aligned= 11608	Unaligned= 96
GL456394.1 length=	24323	Aligned= 2327	Unaligned= 37
GL456392.1 length=	23629	Aligned= 12055	Unaligned= 41
GL456382.1 length=	23158	Aligned= 587	Unaligned= 0
GL456359.1 length=	22974	Aligned= 1110	Unaligned= 3
GL456396.1 length=	21240	Aligned= 9643	Unaligned= 62
GL456368.1 length=	20208	Aligned= 1334	Unaligned= 2
JH584292.1 length=	14945	Aligned= 496	Unaligned= 0
JH584295.1 length=	1976	Aligned= 321	Unaligned= 44
NoCoordinateCount= 116564
