1 length=	195471971	Aligned= 7034843	Unaligned= 7289
10 length=	130694993	Aligned= 4957307	Unaligned= 4934
11 length=	122082543	Aligned= 4740472	Unaligned= 4868
12 length=	120129022	Aligned= 4619327	Unaligned= 4443
13 length=	120421639	Aligned= 4406944	Unaligned= 4529
14 length=	124902244	Aligned= 4598479	Unaligned= 4525
15 length=	104043685	Aligned= 3721758	Unaligned= 3093
16 length=	98207768	Aligned= 3409334	Unaligned= 4674
17 length=	94987271	Aligned= 3621485	Unaligned= 5899
18 length=	90702639	Aligned= 3216150	Unaligned= 3666
19 length=	61431566	Aligned= 2212272	Unaligned= 2192
2 length=	182113224	Aligned= 10078861	Unaligned= 8004
3 length=	160039680	Aligned= 5481265	Unaligned= 5599
4 length=	156508116	Aligned= 5710290	Unaligned= 5678
5 length=	151834684	Aligned= 5585244	Unaligned= 5806
6 length=	149736546	Aligned= 5436957	Unaligned= 5330
7 length=	145441459	Aligned= 5622731	Unaligned= 5255
8 length=	129401213	Aligned= 4794650	Unaligned= 4516
9 length=	124595110	Aligned= 7139399	Unaligned= 5459
MT length=	16299	Aligned= 15781	Unaligned= 9
X length=	171031299	Aligned= 5588239	Unaligned= 4580
Y length=	91744698	Aligned= 93287	Unaligned= 322
JH584299.1 length=	953012	Aligned= 13334	Unaligned= 8
GL456233.1 length=	336933	Aligned= 10470	Unaligned= 15
JH584301.1 length=	259875	Aligned= 96	Unaligned= 0
GL456211.1 length=	241735	Aligned= 21940	Unaligned= 9
GL456350.1 length=	227966	Aligned= 2932	Unaligned= 1
JH584293.1 length=	207968	Aligned= 2634	Unaligned= 2
GL456221.1 length=	206961	Aligned= 19478	Unaligned= 4
JH584297.1 length=	205776	Aligned= 2622	Unaligned= 2
JH584296.1 length=	199368	Aligned= 1724	Unaligned= 2
GL456354.1 length=	195993	Aligned= 2452	Unaligned= 1
JH584294.1 length=	191905	Aligned= 3762	Unaligned= 5
JH584298.1 length=	184189	Aligned= 2921	Unaligned= 0
JH584300.1 length=	182347	Aligned= 244	Unaligned= 2
GL456219.1 length=	175968	Aligned= 3071	Unaligned= 0
GL456210.1 length=	169725	Aligned= 12745	Unaligned= 9
JH584303.1 length=	158099	Aligned= 111	Unaligned= 0
JH584302.1 length=	155838	Aligned= 21	Unaligned= 0
GL456212.1 length=	153618	Aligned= 19208	Unaligned= 11
JH584304.1 length=	114452	Aligned= 633925	Unaligned= 504
GL456379.1 length=	72385	Aligned= 2273	Unaligned= 2
GL456216.1 length=	66673	Aligned= 5703	Unaligned= 68
GL456393.1 length=	55711	Aligned= 18606	Unaligned= 379
GL456366.1 length=	47073	Aligned= 1584	Unaligned= 4
GL456367.1 length=	42057	Aligned= 5722	Unaligned= 23
GL456239.1 length=	40056	Aligned= 9250	Unaligned= 69
GL456213.1 length=	39340	Aligned= 765	Unaligned= 0
GL456383.1 length=	38659	Aligned= 11127	Unaligned= 63
GL456385.1 length=	35240	Aligned= 1248	Unaligned= 1
GL456360.1 length=	31704	Aligned= 995	Unaligned= 1
GL456378.1 length=	31602	Aligned= 3566	Unaligned= 4
GL456389.1 length=	28772	Aligned= 6718	Unaligned= 30
GL456372.1 length=	28664	Aligned= 1228	Unaligned= 2
GL456370.1 length=	26764	Aligned= 7745	Unaligned= 48
GL456381.1 length=	25871	Aligned= 4844	Unaligned= 96
GL456387.1 length=	24685	Aligned= 5568	Unaligned= 66
GL456390.1 length=	24668	Aligned= 12943	Unaligned= 111
GL456394.1 length=	24323	Aligned= 3073	Unaligned= 53
GL456392.1 length=	23629	Aligned= 12752	Unaligned= 55
GL456382.1 length=	23158	Aligned= 599	Unaligned= 1
GL456359.1 length=	22974	Aligned= 1104	Unaligned= 2
GL456396.1 length=	21240	Aligned= 10590	Unaligned= 61
GL456368.1 length=	20208	Aligned= 1998	Unaligned= 1
JH584292.1 length=	14945	Aligned= 537	Unaligned= 0
JH584295.1 length=	1976	Aligned= 84	Unaligned= 13
NoCoordinateCount= 91460
